amplitude_induced;amplitude_evoked;modulation_induced;modulation_evoked;subjects;stim_id;stim_pos;stim_freq;stim_elec;stim_time;stim_attended;con_validity;con_pos_attention;con_pos_targ;con_val_pos_att
3.05235600471497;0.482034862041473;0;0;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;invalid;right;left;invalid_right
2.77909183502197;1.6702663898468;0;0;2;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;stim_attended;invalid;left;right;invalid_left
3.18518209457397;0.626711249351501;0;0;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;stim_attended;invalid;left;right;invalid_left
2.75128221511841;1.68808007240295;0;0;2;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;both_attended;neutral;both;left;neutral_both
3.3238844871521;0.772542536258698;0;0;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;both_attended;neutral;both;left;neutral_both
2.76012802124023;1.52356803417206;0;0;2;SSVEP1;left;24;'PO4','O2','PO8';[-1000 0] ;both_attended;neutral;both;right;neutral_both
3.2542839050293;0.783747851848602;0;0;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[-1000 0] ;both_attended;neutral;both;right;neutral_both
2.56188297271729;1.28520274162292;2.38698053237187;13.0657225734873;2;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;stim_attended;valid;left;left;valid_left
3.09348702430725;0.792649149894714;-6.06826098624589;23.5230054114043;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[0 1000] ;stim_attended;valid;left;left;valid_left
2.33113789558411;0.711403787136078;-8.90490241109669;-47.2070883856943;2;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;stim_attended;valid;right;right;valid_right
3.09771466255188;0.79214996099472;-1.91842779085716;9.78806143406399;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[0 1000] ;stim_attended;valid;right;right;valid_right
2.34104228019714;0.728550970554352;-17.9731838060944;-57.8557914175166;2;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;stim_attended;invalid;right;left;invalid_right
3.11113786697388;0.596631705760956;1.92578657824025;23.7735592886688;2;SSVEP2;right;21.8182;'PO3','O1','PO7';[0 1000] ;stim_attended;invalid;right;left;invalid_right
2.36008477210999;0.734089612960815;-15.0771218723931;-56.049548896919;2;SSVEP1;left;24;'PO4','O2','PO8';[0 1000] ;stim_attended;invalid;left;right;invalid_left
